date,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,generation fossil,generation renewable,generation other,total load actual,price day ahead,OT
2021-01-01 00:00:00+00:00,3.29,1010,87,4.6,240,0,20,4867,4539,7172,24623,50.87,54.9
2021-01-01 01:00:00+00:00,2.85,1010,87,3.1,260,0,0,4885,4987,7171,23436,48.19,53.06
2021-01-01 02:00:00+00:00,3.45,1010,84,6.2,260,0.13,0,4455,6331,7173,21319,44.68,50.13
2021-01-01 03:00:00+00:00,3.72,1010,83,4.1,270,0.11,0,4118,8630,7173,19606,38.5,45.4
2021-01-01 04:00:00+00:00,3.15,1010,84,4.6,280,0.21,0,4071,10265,7173,18753,36.8,42.9
2021-01-01 05:00:00+00:00,2.78,1010,84,4.6,270,0,0,3943,11155,7172,18566,36.55,42.49
2021-01-01 06:00:00+00:00,2.03,1011,85,3.1,280,0,75,3901,11272,7174,18808,36.6,42.01
2021-01-01 07:00:00+00:00,2.61,1011,79,4.6,300,0,20,3820,11667,7174,19323,36.55,42.02
2021-01-01 08:00:00+00:00,2.08,1012,80,6.2,280,0,20,3850,12800,7173,19471,36.55,42.92
2021-01-01 09:00:00+00:00,3.73,1013,72,6.7,300,0,20,3699,14066,7171,20552,36.55,42.04
2021-01-01 10:00:00+00:00,4.54,1012,68,6.7,310,0,20,3672,15675,7169,22912,37.55,42.42
2021-01-01 11:00:00+00:00,5.33,1012,59,9.3,300,0,20,3759,16244,7170,24840,37.55,42.42
2021-01-01 12:00:00+00:00,6.31,1011,52,8.05,293,0,20,3774,17329,7170,25771,37.55,46.6
2021-01-01 13:00:00+00:00,6.35,1011,52,8.8,280,0.25,40,3748,18056,7168,26778,37.55,46.45
2021-01-01 14:00:00+00:00,6.3,1010,52,9.8,300,0.1,75,4176,17618,7168,26983,36.6,46.02
2021-01-01 15:00:00+00:00,6.18,1010,52,8.2,290,0,40,3860,16703,7170,25303,35.5,41.55
2021-01-01 16:00:00+00:00,5.81,1010,52,6.2,280,0,40,4047,13814,7169,24720,36,42.25
2021-01-01 17:00:00+00:00,4.87,1011,58,6.2,270,0,40,4113,10298,7164,25117,38.5,44.34
2021-01-01 18:00:00+00:00,4.16,1011,62,5.1,240,0,40,4497,7125,7169,27183,52.01,57.76
2021-01-01 19:00:00+00:00,4.01,1011,61,7.2,270,0,20,5016,6818,7170,28195,55.16,65.59
2021-01-01 20:00:00+00:00,3.62,1012,71,7.7,270,0,20,5393,6025,7171,28787,57.4,66.82
2021-01-01 21:00:00+00:00,1.9,1012,79,6.2,240,0,0,4784,7289,7170,29104,53.86,61.19
2021-01-01 22:00:00+00:00,1.59,1013,76,3.6,270,0,0,4876,7197,7171,28316,53.45,59.49
2021-01-01 23:00:00+00:00,2.34,1014,65,4.1,300,0,0,4518,8648,7173,26108,49.72,56.73
2021-01-02 00:00:00+00:00,1.61,1014,67,4.6,280,0,0,4509,10670,7174,23648,46.69,51.78
2021-01-02 01:00:00+00:00,1.46,1014,67,3.13,315,0,0,4514,11253,7173,21311,42.43,48.44
2021-01-02 02:00:00+00:00,0.78,1014,71,6.7,290,0,0,4494,12023,7171,20039,40.1,45.68
2021-01-02 03:00:00+00:00,0.83,1014,68,2.68,315,0,0,4634,13017,7171,19347,39.11,44.89
2021-01-02 04:00:00+00:00,0.35,1015,66,6.2,270,0,0,4765,13331,7173,19171,37.55,43.74
2021-01-02 05:00:00+00:00,0.28,1015,63,6.2,260,0,0,4628,13244,7171,19514,37.7,43.9
2021-01-02 06:00:00+00:00,0.3,1014,65,7.7,280,0,0,4785,12820,7170,20700,39.6,45.92
2021-01-02 07:00:00+00:00,0.1,1015,65,4.6,290,0,0,5222,12181,7172,22215,43.34,48.51
2021-01-02 08:00:00+00:00,0.32,1015,67,4.6,290,0,20,5252,11459,7175,23843,48.45,53.49
2021-01-02 09:00:00+00:00,2.15,1016,60,4.6,290,0,20,5605,12271,7173,26459,51.6,56.32
2021-01-02 10:00:00+00:00,3.19,1015,58,5.1,290,0,40,5363,13947,7172,28924,52,55.72
2021-01-02 11:00:00+00:00,4.4,1015,52,7.2,290,0,40,5197,15429,7170,29768,51.25,55.48
2021-01-02 12:00:00+00:00,5.09,1015,47,6.2,290,0,20,5126,17165,7171,29725,50.56,55.39
2021-01-02 13:00:00+00:00,5.6,1015,46,6.7,360,0,40,5379,17207,7170,30173,50.57,55.65
2021-01-02 14:00:00+00:00,4.82,1015,47,6.71,338,0,40,5245,17222,7170,30546,50.57,55.59
2021-01-02 15:00:00+00:00,4.29,1015,51,6.7,20,0,40,5360,17330,7170,29683,48.45,53.65
2021-01-02 16:00:00+00:00,4.06,1016,49,4.92,0,0,40,5547,15248,7171,29138,50.25,54.56
2021-01-02 17:00:00+00:00,3.62,1016,50,2.6,280,0,40,6303,10334,7170,29329,54.23,58.52
2021-01-02 18:00:00+00:00,2.69,1016,52,2.6,300,0,20,6766,6365,7173,31517,58.65,66.48
2021-01-02 19:00:00+00:00,1.77,1017,53,2.6,310,0,20,6909,5319,7175,32595,60.43,67.65
2021-01-02 20:00:00+00:00,1.76,1017,56,3.6,290,0,0,6881,5480,7175,33260,60.03,66.84
2021-01-02 21:00:00+00:00,1.25,1017,58,2.1,300,0,0,6486,6927,7176,33270,55.03,60.35
2021-01-02 22:00:00+00:00,-0.27,1018,64,1,0,0,0,6249,7008,7174,31557,52.25,56.45
2021-01-02 23:00:00+00:00,0.08,1018,61,1.5,350,0,0,6216,9158,7175,29084,48.45,53.09
2021-01-03 00:00:00+00:00,-1.37,1018,70,1.5,140,0,0,6330,10226,7175,26207,46.11,52.14
2021-01-03 01:00:00+00:00,-0.72,1018,68,0.45,215,0,0,5566,11107,7174,23617,43,49.6
2021-01-03 02:00:00+00:00,-1.25,1018,71,1,0,0,0,5022,12086,7174,21866,39.55,45.77
2021-01-03 03:00:00+00:00,-1.69,1018,76,3.6,260,0,0,4938,13138,7173,20953,37.44,44.01
2021-01-03 04:00:00+00:00,-2.01,1018,78,2.6,280,0,0,4915,13298,7174,20691,35.64,41.91
2021-01-03 05:00:00+00:00,-1.88,1018,75,3.6,290,0,0,5018,13466,7169,20714,35.5,41.91
2021-01-03 06:00:00+00:00,-1.29,1018,75,3.1,300,0,0,5070,12955,7172,21370,36.14,42.82
2021-01-03 07:00:00+00:00,-1.34,1018,78,3.1,260,0,0,5186,12232,7173,22239,36.97,43.27
2021-01-03 08:00:00+00:00,0.06,1018,75,4.6,280,0,0,5265,10412,7173,23295,38.92,45.37
2021-01-03 09:00:00+00:00,1.7,1018,71,4.6,280,0,0,5818,9930,7173,25415,44.49,50.52
2021-01-03 10:00:00+00:00,3.47,1018,64,5.7,270,0,0,5614,10793,7172,28051,49,52.75
2021-01-03 11:00:00+00:00,5.16,1017,58,5.1,260,0,0,5775,11805,7171,29297,50.3,56.13
2021-01-03 12:00:00+00:00,6.01,1016,54,7.2,250,0,20,5491,13159,7172,29284,48,54.95
2021-01-03 13:00:00+00:00,7.17,1015,46,6.7,230,0,20,5230,14760,7172,29834,46.64,53.66
2021-01-03 14:00:00+00:00,7.7,1015,45,7.2,230,0,20,5061,15705,7172,30081,44.01,51.01
2021-01-03 15:00:00+00:00,7.92,1014,44,6.7,240,0,20,4739,15522,7172,28923,41.27,48.46
2021-01-03 16:00:00+00:00,7.16,1014,48,5.7,220,0,20,5390,13701,7171,28065,49.92,54.31
2021-01-03 17:00:00+00:00,5.03,1014,58,5.7,250,0,40,6621,7550,7173,28473,55.16,61.45
2021-01-03 18:00:00+00:00,3.77,1015,66,5.7,250,0,20,7074,4088,7174,31061,59.29,69.59
2021-01-03 19:00:00+00:00,3.08,1015,64,4.6,280,0,0,7149,2843,7175,32685,61.09,70.67
2021-01-03 20:00:00+00:00,2.96,1015,66,5.7,250,0,0,7383,2625,7175,33529,60,68.82
2021-01-03 21:00:00+00:00,3.11,1015,67,7.2,260,0,0,7515,3118,7175,33523,59.4,67.63
2021-01-03 22:00:00+00:00,2.9,1015,68,3.6,220,0,0,6724,2588,7175,31913,55.36,59.09
2021-01-03 23:00:00+00:00,2.21,1014,69,3.6,250,0,0,5959,2138,7175,28914,53.06,56.22
2021-01-04 00:00:00+00:00,1.88,1014,72,2.6,220,0,0,6018,4281,7173,25976,50.23,55.87
2021-01-04 01:00:00+00:00,0.99,1014,76,3.6,260,0,0,6037,5230,7175,23647,47.01,53.01
2021-01-04 02:00:00+00:00,0.49,1014,80,3.1,250,0,0,5292,5596,7176,22424,43.79,49.63
2021-01-04 03:00:00+00:00,0.15,1014,83,3.6,260,0,0,5224,6411,7174,21698,41.65,47.6
2021-01-04 04:00:00+00:00,0.33,1014,81,2.1,270,0,75,5223,6450,7174,21645,41.62,47.75
2021-01-04 05:00:00+00:00,0.82,1014,78,4.1,280,0,20,5444,5098,7176,22403,44.5,50.68
2021-01-04 06:00:00+00:00,1.33,1014,72,4.1,250,0,0,6116,2720,7175,24907,56,61.08
2021-01-04 07:00:00+00:00,0.76,1014,73,4.1,250,0,0,7528,1062,7173,28440,62,66.56
2021-01-04 08:00:00+00:00,0.63,1014,74,4.6,270,0,20,8870,737,7172,31803,64.84,71.44
2021-01-04 09:00:00+00:00,2.51,1014,66,4.1,280,0,0,9086,725,7170,34825,68.25,75.79
2021-01-04 10:00:00+00:00,3.41,1013,64,5.1,240,0,0,9485,1998,7170,36333,65.97,74.87
2021-01-04 11:00:00+00:00,4.65,1013,59,4.6,260,0,20,9986,3530,7170,36518,63.93,72.78
2021-01-04 12:00:00+00:00,5.43,1012,56,5.1,230,0,20,9654,4596,7171,36295,63.94,72.36
2021-01-04 13:00:00+00:00,5.77,1011,52,5.7,250,0,40,9691,4726,7168,36733,63.94,70.92
2021-01-04 14:00:00+00:00,5.93,1010,50,6.7,260,0,40,9969,4427,7169,36336,61.97,68.86
2021-01-04 15:00:00+00:00,6.17,1010,51,6.7,280,0,40,9958,3542,7175,35425,62.45,69.25
2021-01-04 16:00:00+00:00,5.87,1011,48,6.26,270,0,40,10206,2083,7176,34863,63.9,70.71
2021-01-04 17:00:00+00:00,4.48,1011,54,4.6,280,0,20,11025,-479,7179,35077,67.02,75.26
2021-01-04 18:00:00+00:00,3.92,1011,57,5.1,300,0,20,11481,-1625,7180,36517,71.05,83.81
2021-01-04 19:00:00+00:00,2.72,1012,59,3.6,280,0,0,11251,-1264,7181,37315,72.6,84.87
2021-01-04 20:00:00+00:00,2.22,1012,62,4.1,290,0,0,10625,-726,7182,37926,70,81.51
2021-01-04 21:00:00+00:00,1.59,1013,67,4.1,260,0,0,10653,-419,7182,37522,66,76.63
2021-01-04 22:00:00+00:00,0.35,1013,72,4.1,260,0,0,10387,2,7175,34911,62.48,68.38
2021-01-04 23:00:00+00:00,-0.01,1013,76,3.6,250,0,0,8357,184,7174,31524,61.25,66.89
2021-01-05 00:00:00+00:00,-0.44,1013,78,1.5,270,0,0,6650,416,7173,28629,64.68,69.12
2021-01-05 01:00:00+00:00,-0.87,1013,80,2.1,290,0,0,6277,1151,7176,26007,56.25,62.5
2021-01-05 02:00:00+00:00,-1.22,1013,82,2.1,280,0,0,5423,2556,7176,24515,51.86,57.5
2021-01-05 03:00:00+00:00,-1.4,1014,81,2.1,290,0,0,5370,3486,7177,23805,50.91,56.84
2021-01-05 04:00:00+00:00,-1.41,1014,82,0.5,320,0,0,5320,3612,7178,23637,50.56,56.05
2021-01-05 05:00:00+00:00,-1.81,1014,84,1.5,320,0,0,5690,2585,7178,24226,51.25,57.61
2021-01-05 06:00:00+00:00,-2.76,1014,85,1.5,30,0,0,6348,762,7178,26565,58.45,64.41
2021-01-05 07:00:00+00:00,-2.8,1014,84,0.89,23,0,0,8118,-90,7182,29891,68.3,71.6
2021-01-05 08:00:00+00:00,-2.93,1014,86,1,360,0,0,9091,-1243,7187,32948,70.41,77.29
2021-01-05 09:00:00+00:00,0.39,1015,74,1,0,0,0,9629,-1474,7196,35850,75,83.38
2021-01-05 10:00:00+00:00,0.55,1016,76,2.1,0,0,0,9818,46,7194,37202,73.48,81.96
2021-01-05 11:00:00+00:00,2.56,1015,67,0.89,180,0,0,9706,1024,7192,37236,72.31,80.77
2021-01-05 12:00:00+00:00,3.87,1014,60,1.5,100,0,0,9636,1991,7191,36713,71.35,79.42
2021-01-05 13:00:00+00:00,4.4,1013,54,2.24,193,0,20,9747,2808,7190,36820,72.52,79.42
2021-01-05 14:00:00+00:00,5.5,1012,49,1.5,150,0,0,9644,2870,7193,36247,69.75,76.22
2021-01-05 15:00:00+00:00,5.87,1012,47,1.79,176,0,0,10391,2265,7193,35291,68.29,74.95
2021-01-05 16:00:00+00:00,5.53,1012,47,2.68,158,0,0,10296,1533,7192,34839,69.75,76.84
2021-01-05 17:00:00+00:00,4,1013,53,2.68,158,0,0,10744,-1386,7189,34890,71.9,78.42
2021-01-05 18:00:00+00:00,1.78,1013,62,1.5,200,0,0,11330,-3455,7188,36082,80,91.07
2021-01-05 19:00:00+00:00,1.14,1013,63,1,240,0,0,10964,-3902,7181,36464,80,90.67
2021-01-05 20:00:00+00:00,0.15,1014,70,1,300,0,0,10850,-3895,7180,36602,75.99,86.92
2021-01-05 21:00:00+00:00,-0.06,1014,71,2.1,330,0,0,10818,-2485,7179,35938,75.39,86.14
2021-01-05 22:00:00+00:00,-0.34,1014,73,1.5,340,0,0,10120,-1022,7175,33572,72.69,80.56
2021-01-05 23:00:00+00:00,-0.51,1014,72,2.1,360,0,0,8813,-187,7176,30833,70,76.01
2021-01-06 00:00:00+00:00,-1.11,1014,74,1.79,30,0,0,6593,-209,7176,28088,69.02,72.97
2021-01-06 01:00:00+00:00,-1.69,1014,75,1.34,37,0,0,6352,1098,7171,25302,67.54,73.97
2021-01-06 02:00:00+00:00,-1.85,1014,75,2.1,330,0,0,5825,1747,7167,23593,60.39,65.69
2021-01-06 03:00:00+00:00,-0.57,1014,68,2.24,68,0,0,5725,2378,7173,22740,55.75,61.64
2021-01-06 04:00:00+00:00,-1.96,1014,74,1.79,45,0,0,5725,2386,7175,22339,55.16,61.82
2021-01-06 05:00:00+00:00,-2.7,1014,77,2.68,25,0,0,5731,2172,7176,22301,53.51,59.44
2021-01-06 06:00:00+00:00,-2.76,1014,77,2.24,32,0,0,5999,1609,7174,22725,55.18,61.35
2021-01-06 07:00:00+00:00,-2.91,1015,76,1.5,360,0,0,7429,-249,7176,23680,67.61,80.57
2021-01-06 08:00:00+00:00,-2.5,1015,76,2.24,23,0,20,8018,-1152,7172,24486,70,78.93
2021-01-06 09:00:00+00:00,-0.55,1016,70,2.24,30,0,20,8623,-1259,7173,27094,73.54,83.01
2021-01-06 10:00:00+00:00,0.67,1017,67,3.6,40,0,0,8778,-444,7173,29418,75.95,85.05
2021-01-06 11:00:00+00:00,2.63,1016,63,2.6,30,0,20,8542,1238,7171,30403,77.18,85.45
2021-01-06 12:00:00+00:00,4.15,1015,56,2.24,90,0,20,8281,2574,7170,30132,77.01,85.03
2021-01-06 13:00:00+00:00,5.42,1014,50,2.1,90,0,20,7858,3193,7172,30517,73.79,79.25
2021-01-06 14:00:00+00:00,6.16,1013,46,2.1,0,0,40,7530,3857,7173,30396,73.02,78.46
2021-01-06 15:00:00+00:00,6.44,1013,46,3.1,50,0,40,7811,2326,7171,29103,70.89,76.71
2021-01-06 16:00:00+00:00,5.78,1013,47,2.1,40,0,40,8486,572,7172,28535,72.85,81.14
2021-01-06 17:00:00+00:00,4.79,1014,50,1.34,68,0,40,9515,-1686,7172,28754,78,87.77
2021-01-06 18:00:00+00:00,3.5,1014,56,1.5,350,0,40,9748,-2093,7171,30761,83.35,108.7
2021-01-06 19:00:00+00:00,3.38,1014,56,2.1,30,0,20,9976,-1951,7173,31962,90,105.71
2021-01-06 20:00:00+00:00,3.38,1014,55,2.6,30,0,0,9062,-681,7172,33058,79.6,93.86
2021-01-06 21:00:00+00:00,1.65,1014,60,3.13,66,0,0,9498,243,7174,33517,75.4,83.07
2021-01-06 22:00:00+00:00,1.91,1014,61,3.58,45,0,0,9210,749,7175,32531,72.1,79.49
2021-01-06 23:00:00+00:00,1.68,1014,62,4.47,45,0,0,8350,2013,7176,29736,67.54,73.78
2021-01-07 00:00:00+00:00,1.22,1014,61,4.47,45,0,0,7092,2987,7175,27093,77,84.3
2021-01-07 01:00:00+00:00,1.18,1014,62,4.02,68,0,0,6537,4118,7174,24842,65.85,76.16
2021-01-07 02:00:00+00:00,0.99,1014,63,4.92,23,0,0,6575,4558,7174,23472,63.78,73.7
2021-01-07 03:00:00+00:00,0.85,1014,65,2.68,68,0,0,6360,4730,7174,22964,59.31,68.29
2021-01-07 04:00:00+00:00,0.79,1013,65,3.13,45,0,40,6725,4515,7175,22959,58,67.07
2021-01-07 05:00:00+00:00,1.03,1013,65,4.02,45,0,100,6906,4348,7175,23790,60.65,69.85
2021-01-07 06:00:00+00:00,1.12,1013,65,3.6,30,0,75,8007,3450,7175,26704,65,73.87
2021-01-07 07:00:00+00:00,1.13,1014,64,4.6,50,0,75,9377,2194,7179,30733,83.98,94.37
2021-01-07 08:00:00+00:00,1.37,1014,63,4.92,45,0,75,10539,2027,7177,34213,95.02,108.37
2021-01-07 09:00:00+00:00,1.34,1015,65,3.58,45,0,40,11593,970,7178,37219,99,118.17
2021-01-07 10:00:00+00:00,1.72,1015,63,3.1,40,0,40,12712,429,7170,39272,100,112.05
2021-01-07 11:00:00+00:00,1.2,1015,74,5.1,40,0,75,13552,-40,7174,40251,100,112.13
2021-01-07 12:00:00+00:00,0.33,1014,88,3.6,30,0,100,13738,-93,7178,40656,100,113.39
2021-01-07 13:00:00+00:00,0.3,1013,91,3.6,20,0,100,14598,-107,7184,41268,100,114.11
2021-01-07 14:00:00+00:00,0.28,1013,93,3.6,20,0,100,14844,212,7185,40611,100,116.56
2021-01-07 15:00:00+00:00,0.56,1014,91,4.12,30,0,100,14843,301,7183,39366,99.85,119.35
2021-01-07 16:00:00+00:00,0.49,1014,93,3.6,30,0.8,100,14627,-59,7186,38693,97.85,117.51
2021-01-07 17:00:00+00:00,0.53,1014,91,4.12,40,0.25,40,14746,-746,7179,38737,100,117.75
2021-01-07 18:00:00+00:00,0.48,1015,91,3.1,30,0,20,14455,-554,7179,39648,106.95,133.27
2021-01-07 19:00:00+00:00,0.45,1015,86,3.58,90,0,0,13537,86,7179,40066,108.97,126.48
2021-01-07 20:00:00+00:00,-0.13,1015,85,3.1,340,0,0,12780,365,7175,40245,101.85,118.58
2021-01-07 21:00:00+00:00,-0.22,1015,79,2.6,30,0,0,11961,1553,7173,39164,101.17,119.31
2021-01-07 22:00:00+00:00,-0.79,1015,78,3.1,30,0,0,10015,3862,7174,36132,100,113.57
2021-01-07 23:00:00+00:00,-1.02,1015,78,5.36,45,0,0,9074,4804,7174,32357,90,101.16
2021-01-08 00:00:00+00:00,-0.78,1014,71,3.58,26,0,0,7285,5141,7176,29587,95.98,103.25
2021-01-08 01:00:00+00:00,-0.98,1014,70,3.58,23,0,0,6166,6780,7174,27074,77.93,88
2021-01-08 02:00:00+00:00,-1.17,1014,72,4.02,68,0,20,6034,8760,7174,25717,69.55,76.02
2021-01-08 03:00:00+00:00,-1.44,1014,75,3.6,330,0,75,5783,10054,7175,25047,65,71.47
2021-01-08 04:00:00+00:00,-0.93,1014,72,3.58,38,0,40,5890,10573,7176,24903,60,67.69
2021-01-08 05:00:00+00:00,-0.87,1013,72,4.63,30,0,40,5710,10367,7177,25493,61.1,68.4
2021-01-08 06:00:00+00:00,-0.71,1013,70,4.92,23,0,100,6705,9577,7176,28088,69.51,78.83
2021-01-08 07:00:00+00:00,-0.63,1013,71,4.63,40,0,75,7465,8936,7175,32175,86.93,93.57
2021-01-08 08:00:00+00:00,-0.76,1013,72,4.92,68,0,75,7427,7727,7180,35567,103.54,111.75
2021-01-08 09:00:00+00:00,-0.05,1013,73,4.12,40,0,75,7607,6639,7179,38392,110.45,119.18
2021-01-08 10:00:00+00:00,0.24,1014,76,4.63,30,0,100,8135,5795,7185,40389,110,117.14
2021-01-08 11:00:00+00:00,0.54,1012,81,4.63,30,0,100,8873,5715,7185,41348,110.45,118.6
2021-01-08 12:00:00+00:00,-0.03,1011,90,4.63,30,0,100,9258,5560,7188,41470,110,119.43
2021-01-08 13:00:00+00:00,0.19,1010,92,5.7,30,0,100,9231,5402,7186,41754,110,118.39
2021-01-08 14:00:00+00:00,0.51,1010,94,5.7,30,0,100,9633,5229,7185,40766,107.75,117.77
2021-01-08 15:00:00+00:00,0.53,1009,95,6.2,30,0,100,10201,5505,7186,39187,100.98,113.21
2021-01-08 16:00:00+00:00,0.44,1009,95,6.26,45,0,100,9584,5764,7187,38297,100.36,109.5
2021-01-08 17:00:00+00:00,0.37,1009,96,7.72,40,0,100,8897,5905,7186,38227,110,119.5
2021-01-08 18:00:00+00:00,0.35,1008,96,7.2,40,0,100,8603,5771,7187,39170,113.37,123.14
2021-01-08 19:00:00+00:00,0.13,1008,94,4.92,68,0,100,8473,5811,7185,39450,114.89,123.45
2021-01-08 20:00:00+00:00,-0.44,1008,95,4.12,40,0,75,8267,5946,7178,39279,110,118.65
2021-01-08 21:00:00+00:00,-0.56,1009,95,4.12,30,0,75,8170,7147,7177,38330,110,117.94
2021-01-08 22:00:00+00:00,-0.54,1008,95,4.63,30,0,100,7602,8032,7178,35554,97.45,103.48
2021-01-08 23:00:00+00:00,-0.67,1007,96,5.7,30,0,0,6797,9035,7179,32405,74.49,80.27
2021-01-09 00:00:00+00:00,-0.82,1007,96,5.14,40,0,100,6131,8954,7179,29894,70.17,75.94
2021-01-09 01:00:00+00:00,-1.04,1006,95,5.7,30,0,75,5541,10698,7092,27234,61.64,67.9
2021-01-09 02:00:00+00:00,-1.32,1006,95,5.7,30,0,75,5274,11532,6900,25513,55.96,61.92
2021-01-09 03:00:00+00:00,-1.36,1006,94,5.7,40,0,20,5102,11849,6724,24582,51.88,58.77
2021-01-09 04:00:00+00:00,-1.36,1006,95,5.7,30,0,100,5067,12336,6687,24202,50.25,58.24
2021-01-09 05:00:00+00:00,-1.33,1005,95,6.7,30,0,75,5049,12598,6697,24132,50.25,57.27
2021-01-09 06:00:00+00:00,-1.36,1005,95,6.2,30,0,100,5021,12204,6713,24592,51.39,57.84
2021-01-09 07:00:00+00:00,-1.53,1005,95,6.2,30,0,100,5254,11978,6729,25865,55.62,63.55
2021-01-09 08:00:00+00:00,-1.47,1006,95,5.36,54,0,75,6007,11726,6731,27450,60.39,70.69
2021-01-09 09:00:00+00:00,-1,1006,93,5.14,0,0,75,6465,10459,6735,30246,72.03,78.98
2021-01-09 10:00:00+00:00,-0.9,1006,94,5.36,40,0,100,6611,9832,6737,33177,92.01,97.66
2021-01-09 11:00:00+00:00,-0.75,1005,96,3.6,40,0,100,6918,10789,6732,34617,95.98,101.77
2021-01-09 12:00:00+00:00,-0.53,1005,96,3.58,30,0,100,7035,11628,6734,34862,75.02,82.98
2021-01-09 13:00:00+00:00,-0.22,1004,95,3.13,76,0,100,7100,11555,6733,35506,75.03,84.24
2021-01-09 14:00:00+00:00,0.1,1003,95,2.6,80,0,100,6863,11098,6733,35346,76.64,84.19
2021-01-09 15:00:00+00:00,0.23,1004,95,1.54,80,0,100,6638,10982,6733,33890,72.85,80.37
2021-01-09 16:00:00+00:00,0.36,1005,97,1.54,110,0,100,6607,10491,6732,32679,75.5,82.7
2021-01-09 17:00:00+00:00,0.35,1006,97,1.54,110,0,100,6823,8062,6729,32573,100,105.87
2021-01-09 18:00:00+00:00,0.42,1007,97,1.03,0,0,75,7061,6813,6728,34132,114.89,123.88
2021-01-09 19:00:00+00:00,0.41,1008,97,1.34,90,0,100,7195,5410,6729,35176,120,128.18
2021-01-09 20:00:00+00:00,0.24,1009,97,1.54,320,0,100,7062,4668,6723,35888,121.24,129.18
2021-01-09 21:00:00+00:00,0.41,1009,96,1.34,58,0.25,100,6798,4225,6741,35645,120.69,128.11
2021-01-09 22:00:00+00:00,0.53,1010,97,1.79,68,0.51,75,6734,4467,6755,33874,115,119.96
2021-01-09 23:00:00+00:00,0.64,1010,96,3.13,68,0.51,75,6560,5607,6771,31158,101.41,106.34
2021-01-10 00:00:00+00:00,0.51,1010,97,2.1,330,0,75,6433,7900,6793,28161,62,70.19
2021-01-10 01:00:00+00:00,0.38,1010,99,1.54,360,0,100,5795,9858,6822,25488,55.75,65.31
2021-01-10 02:00:00+00:00,0.38,1010,98,2.1,360,0,100,5704,10769,6840,23850,53.14,62.95
2021-01-10 03:00:00+00:00,-0.45,1010,100,1.03,0,0,0,5388,11821,6864,22951,49.03,58.58
2021-01-10 04:00:00+00:00,-0.32,1011,94,0,0,0,0,5347,12308,6888,22506,48.45,58.36
2021-01-10 05:00:00+00:00,-0.56,1011,91,0,0,0,0,5341,13357,6911,22374,49.07,58.82
2021-01-10 06:00:00+00:00,-0.61,1011,91,2.68,89,0,75,5379,13757,6931,22795,50.87,60.99
2021-01-10 07:00:00+00:00,-0.03,1011,89,2.68,23,0,75,5515,13823,6954,23537,50.23,60.02
2021-01-10 08:00:00+00:00,0.46,1012,88,3.6,40,0,75,5761,12715,6973,24500,51.6,61.7
2021-01-10 09:00:00+00:00,1.09,1013,85,3.6,40,0,75,5861,11639,6995,26991,57.43,67
2021-01-10 10:00:00+00:00,1.85,1014,78,5.14,50,0.18,75,6045,11308,7019,30162,60.9,69.07
2021-01-10 11:00:00+00:00,2.23,1014,74,4.92,0,0.97,20,6145,10955,7038,32186,61.53,68.34
2021-01-10 12:00:00+00:00,2.86,1014,72,4.47,60,1.78,0,6054,11301,7058,32873,60.39,68.7
2021-01-10 13:00:00+00:00,3.24,1013,72,4.47,90,2.87,20,6093,12301,7078,33992,56.41,65.4
2021-01-10 14:00:00+00:00,3.94,1013,71,4.92,68,3.1,40,6154,12452,7097,34111,56.99,66.1
2021-01-10 15:00:00+00:00,3.42,1013,72,3.1,50,0.76,40,5938,13067,7117,32375,56.41,65.58
2021-01-10 16:00:00+00:00,3.38,1014,73,3.6,60,1.43,40,6063,12383,7139,31393,56.52,65.27
2021-01-10 17:00:00+00:00,3.26,1015,74,2.1,70,1.38,40,6231,10193,7156,31243,62.6,70.64
2021-01-10 18:00:00+00:00,2.58,1016,80,1.34,45,0,0,6931,7591,7173,33255,95,103.14
2021-01-10 19:00:00+00:00,2.04,1017,82,2.1,350,0.3,75,7154,6853,7173,34720,107.75,115.12
2021-01-10 20:00:00+00:00,1.46,1018,86,2.1,340,0.25,40,7206,6565,7174,35855,110.29,117.46
2021-01-10 21:00:00+00:00,1.66,1019,82,1.34,38,0,19,7066,7444,7173,35730,110,117.21
2021-01-10 22:00:00+00:00,1.41,1019,84,2.68,28,0,20,6936,7655,7172,33949,100.36,107.6
2021-01-10 23:00:00+00:00,0.91,1019,83,2.6,360,0,0,6597,9391,7172,30835,67.78,76.8
2021-01-11 00:00:00+00:00,0.68,1020,80,2.68,23,0,0,5846,10645,7171,27591,58.25,64.21
2021-01-11 01:00:00+00:00,0.26,1020,78,1.34,90,0,0,5735,11706,7170,25365,53.19,59.73
2021-01-11 02:00:00+00:00,-0.68,1020,78,1.79,60,0,0,5552,12344,7171,24162,50.87,57.22
2021-01-11 03:00:00+00:00,-1.32,1021,74,1.54,350,0,0,5490,13307,7173,23598,47.69,54.43
2021-01-11 04:00:00+00:00,-2.53,1021,77,1.34,69,0,0,5474,13204,7172,23529,46.36,53.2
2021-01-11 05:00:00+00:00,-3.84,1021,84,1.34,61,0,0,5604,11772,7171,24290,52.3,58.9
2021-01-11 06:00:00+00:00,-4.14,1021,83,1.54,40,0,0,6102,9999,7170,27253,62.51,68.58
2021-01-11 07:00:00+00:00,-4.52,1022,82,0.89,45,0,0,7049,8641,7178,31826,77.9,82.79
